
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
              limited_memory_update_type = bfgs                  yes
                           linear_solver = mumps                 yes
                                max_iter = 600                   yes
                      nlp_scaling_method = gradient-based        yes
                             output_file = IPOPT.out             yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 0.0001                yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:        6
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:        6
                     variables with only lower bounds:        0
                variables with lower and upper bounds:        6
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        1
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 387  7.8222336e+05 0.00e+00 3.96e-01 -11.0 3.95e-01    -  1.00e+00 1.00e+00f  1
 388  7.8140988e+05 0.00e+00 3.96e-01 -11.0 3.96e-01    -  1.00e+00 1.00e+00f  1
 389  7.8059540e+05 0.00e+00 3.96e-01 -11.0 3.96e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  7.7977993e+05 0.00e+00 3.96e-01 -11.0 3.96e-01    -  1.00e+00 1.00e+00f  1
 391  7.7896345e+05 0.00e+00 3.97e-01 -11.0 3.96e-01    -  1.00e+00 1.00e+00f  1
 392  7.7814598e+05 0.00e+00 3.97e-01 -11.0 3.97e-01    -  1.00e+00 1.00e+00f  1
 393  7.7732750e+05 0.00e+00 3.97e-01 -11.0 3.97e-01    -  1.00e+00 1.00e+00f  1
 394  7.7650802e+05 0.00e+00 3.97e-01 -11.0 3.97e-01    -  1.00e+00 1.00e+00f  1
 395  7.7568754e+05 0.00e+00 3.98e-01 -11.0 3.97e-01    -  1.00e+00 1.00e+00f  1
 396  7.7486605e+05 0.00e+00 3.98e-01 -11.0 3.98e-01    -  1.00e+00 1.00e+00f  1
 397  7.7404356e+05 0.00e+00 3.98e-01 -11.0 3.98e-01    -  1.00e+00 1.00e+00f  1
 398  7.7322005e+05 0.00e+00 3.98e-01 -11.0 3.98e-01    -  1.00e+00 1.00e+00f  1
 399  7.7239554e+05 0.00e+00 3.98e-01 -11.0 3.98e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  7.7157003e+05 0.00e+00 3.99e-01 -11.0 3.98e-01    -  1.00e+00 1.00e+00f  1
 401  7.7074350e+05 0.00e+00 3.99e-01 -11.0 3.99e-01    -  1.00e+00 1.00e+00f  1
 402  7.6991595e+05 0.00e+00 3.99e-01 -11.0 3.99e-01    -  1.00e+00 1.00e+00f  1
 403  7.6908740e+05 0.00e+00 3.99e-01 -11.0 3.99e-01    -  1.00e+00 1.00e+00f  1
 404  7.6825783e+05 0.00e+00 4.00e-01 -11.0 3.99e-01    -  1.00e+00 1.00e+00f  1
 405  7.6742725e+05 0.00e+00 4.00e-01 -11.0 4.00e-01    -  1.00e+00 1.00e+00f  1
 406  7.6659565e+05 0.00e+00 4.00e-01 -11.0 4.00e-01    -  1.00e+00 1.00e+00f  1
 407  7.6576303e+05 0.00e+00 4.00e-01 -11.0 4.00e-01    -  1.00e+00 1.00e+00f  1
 408  7.6492940e+05 0.00e+00 4.01e-01 -11.0 4.00e-01    -  1.00e+00 1.00e+00f  1
 409  7.6409475e+05 0.00e+00 4.01e-01 -11.0 4.01e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  7.6325907e+05 0.00e+00 4.01e-01 -11.0 4.01e-01    -  1.00e+00 1.00e+00f  1
 411  7.6242238e+05 0.00e+00 4.01e-01 -11.0 4.01e-01    -  1.00e+00 1.00e+00f  1
 412  7.6158466e+05 0.00e+00 4.02e-01 -11.0 4.01e-01    -  1.00e+00 1.00e+00f  1
 413  7.6074592e+05 0.00e+00 4.02e-01 -11.0 4.02e-01    -  1.00e+00 1.00e+00f  1
 414  7.5990616e+05 0.00e+00 4.02e-01 -11.0 4.02e-01    -  1.00e+00 1.00e+00f  1
 415  7.5906536e+05 0.00e+00 4.02e-01 -11.0 4.02e-01    -  1.00e+00 1.00e+00f  1
 416  7.5822355e+05 0.00e+00 4.03e-01 -11.0 4.02e-01    -  1.00e+00 1.00e+00f  1
 417  7.5738070e+05 0.00e+00 4.03e-01 -11.0 4.03e-01    -  1.00e+00 1.00e+00f  1
 418  7.5653683e+05 0.00e+00 4.03e-01 -11.0 4.03e-01    -  1.00e+00 1.00e+00f  1
 419  7.5569192e+05 0.00e+00 4.03e-01 -11.0 4.03e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  7.5484599e+05 0.00e+00 4.04e-01 -11.0 4.03e-01    -  1.00e+00 1.00e+00f  1
 421  7.5399902e+05 0.00e+00 4.04e-01 -11.0 4.04e-01    -  1.00e+00 1.00e+00f  1
 422  7.5315102e+05 0.00e+00 4.04e-01 -11.0 4.04e-01    -  1.00e+00 1.00e+00f  1
 423  7.5230199e+05 0.00e+00 4.04e-01 -11.0 4.04e-01    -  1.00e+00 1.00e+00f  1
 424  7.5145192e+05 0.00e+00 4.05e-01 -11.0 4.04e-01    -  1.00e+00 1.00e+00f  1
 425  7.5060081e+05 0.00e+00 4.05e-01 -11.0 4.05e-01    -  1.00e+00 1.00e+00f  1
 426  7.4974867e+05 0.00e+00 4.05e-01 -11.0 4.05e-01    -  1.00e+00 1.00e+00f  1
 427  7.4889549e+05 0.00e+00 4.05e-01 -11.0 4.05e-01    -  1.00e+00 1.00e+00f  1
 428  7.4804127e+05 0.00e+00 4.06e-01 -11.0 4.05e-01    -  1.00e+00 1.00e+00f  1
 429  7.4718601e+05 0.00e+00 4.06e-01 -11.0 4.06e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  7.4632971e+05 0.00e+00 4.06e-01 -11.0 4.06e-01    -  1.00e+00 1.00e+00f  1
 431  7.4547236e+05 0.00e+00 4.06e-01 -11.0 4.06e-01    -  1.00e+00 1.00e+00f  1
 432  7.4461398e+05 0.00e+00 4.07e-01 -11.0 4.06e-01    -  1.00e+00 1.00e+00f  1
 433  7.4375455e+05 0.00e+00 4.07e-01 -11.0 4.07e-01    -  1.00e+00 1.00e+00f  1
 434  7.4289407e+05 0.00e+00 4.07e-01 -11.0 4.07e-01    -  1.00e+00 1.00e+00f  1
 435  7.4203255e+05 0.00e+00 4.07e-01 -11.0 4.07e-01    -  1.00e+00 1.00e+00f  1
 436  7.4116998e+05 0.00e+00 4.08e-01 -11.0 4.07e-01    -  1.00e+00 1.00e+00f  1
 437  7.4030637e+05 0.00e+00 4.08e-01 -11.0 4.08e-01    -  1.00e+00 1.00e+00f  1
 438  7.3944170e+05 0.00e+00 4.08e-01 -11.0 4.08e-01    -  1.00e+00 1.00e+00f  1
 439  7.3857598e+05 0.00e+00 4.08e-01 -11.0 4.08e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440  7.3770922e+05 0.00e+00 4.09e-01 -11.0 4.08e-01    -  1.00e+00 1.00e+00f  1
 441  7.3684140e+05 0.00e+00 4.09e-01 -11.0 4.09e-01    -  1.00e+00 1.00e+00f  1
 442  7.3597253e+05 0.00e+00 4.09e-01 -11.0 4.09e-01    -  1.00e+00 1.00e+00f  1
 443  7.3510260e+05 0.00e+00 4.09e-01 -11.0 4.09e-01    -  1.00e+00 1.00e+00f  1
 444  7.3423162e+05 0.00e+00 4.10e-01 -11.0 4.09e-01    -  1.00e+00 1.00e+00f  1
 445  7.3335959e+05 0.00e+00 4.10e-01 -11.0 4.10e-01    -  1.00e+00 1.00e+00f  1
 446  7.3248650e+05 0.00e+00 4.10e-01 -11.0 4.10e-01    -  1.00e+00 1.00e+00f  1
 447  7.3161235e+05 0.00e+00 4.10e-01 -11.0 4.10e-01    -  1.00e+00 1.00e+00f  1
 448  7.3073714e+05 0.00e+00 4.11e-01 -11.0 4.10e-01    -  1.00e+00 1.00e+00f  1
 449  7.2986087e+05 0.00e+00 4.11e-01 -11.0 4.11e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450  7.2898355e+05 0.00e+00 4.11e-01 -11.0 4.11e-01    -  1.00e+00 1.00e+00f  1
 451  7.2810516e+05 0.00e+00 4.11e-01 -11.0 4.11e-01    -  1.00e+00 1.00e+00f  1
 452  7.2722571e+05 0.00e+00 4.12e-01 -11.0 4.11e-01    -  1.00e+00 1.00e+00f  1
 453  7.2634520e+05 0.00e+00 4.12e-01 -11.0 4.12e-01    -  1.00e+00 1.00e+00f  1
 454  7.2546362e+05 0.00e+00 4.12e-01 -11.0 4.12e-01    -  1.00e+00 1.00e+00f  1
 455  7.2458098e+05 0.00e+00 4.12e-01 -11.0 4.12e-01    -  1.00e+00 1.00e+00f  1
 456  7.2369728e+05 0.00e+00 4.13e-01 -11.0 4.12e-01    -  1.00e+00 1.00e+00f  1
 457  7.2281251e+05 0.00e+00 4.13e-01 -11.0 4.13e-01    -  1.00e+00 1.00e+00f  1
 458  7.2192667e+05 0.00e+00 4.13e-01 -11.0 4.13e-01    -  1.00e+00 1.00e+00f  1
 459  7.2103976e+05 0.00e+00 4.13e-01 -11.0 4.13e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460  7.2015179e+05 0.00e+00 4.14e-01 -11.0 4.13e-01    -  1.00e+00 1.00e+00f  1
 461  7.1926275e+05 0.00e+00 4.14e-01 -11.0 4.14e-01    -  1.00e+00 1.00e+00f  1
 462  7.1837263e+05 0.00e+00 4.14e-01 -11.0 4.14e-01    -  1.00e+00 1.00e+00f  1
 463  7.1748145e+05 0.00e+00 4.14e-01 -11.0 4.14e-01    -  1.00e+00 1.00e+00f  1
 464  7.1658919e+05 0.00e+00 4.15e-01 -11.0 4.14e-01    -  1.00e+00 1.00e+00f  1
 465  7.1569586e+05 0.00e+00 4.15e-01 -11.0 4.15e-01    -  1.00e+00 1.00e+00f  1
 466  7.1480146e+05 0.00e+00 4.15e-01 -11.0 4.15e-01    -  1.00e+00 1.00e+00f  1
 467  7.1390598e+05 0.00e+00 4.15e-01 -11.0 4.15e-01    -  1.00e+00 1.00e+00f  1
 468  7.1300943e+05 0.00e+00 4.16e-01 -11.0 4.15e-01    -  1.00e+00 1.00e+00f  1
 469  7.1211180e+05 0.00e+00 4.16e-01 -11.0 4.16e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470  7.1121310e+05 0.00e+00 4.16e-01 -11.0 4.16e-01    -  1.00e+00 1.00e+00f  1
 471  7.1031332e+05 0.00e+00 4.16e-01 -11.0 4.16e-01    -  1.00e+00 1.00e+00f  1
 472  7.0941246e+05 0.00e+00 4.17e-01 -11.0 4.16e-01    -  1.00e+00 1.00e+00f  1
 473  7.0851052e+05 0.00e+00 4.17e-01 -11.0 4.17e-01    -  1.00e+00 1.00e+00f  1
 474  7.0760751e+05 0.00e+00 4.17e-01 -11.0 4.17e-01    -  1.00e+00 1.00e+00f  1
 475  7.0670341e+05 0.00e+00 4.17e-01 -11.0 4.17e-01    -  1.00e+00 1.00e+00f  1
 476  7.0579823e+05 0.00e+00 4.18e-01 -11.0 4.17e-01    -  1.00e+00 1.00e+00f  1
 477  7.0489198e+05 0.00e+00 4.18e-01 -11.0 4.18e-01    -  1.00e+00 1.00e+00f  1
 478  7.0398464e+05 0.00e+00 4.18e-01 -11.0 4.18e-01    -  1.00e+00 1.00e+00f  1
 479  7.0307622e+05 0.00e+00 4.18e-01 -11.0 4.18e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480  7.0216671e+05 0.00e+00 4.19e-01 -11.0 4.18e-01    -  1.00e+00 1.00e+00f  1
 481  7.0125613e+05 0.00e+00 4.19e-01 -11.0 4.19e-01    -  1.00e+00 1.00e+00f  1
 482  7.0034445e+05 0.00e+00 4.19e-01 -11.0 4.19e-01    -  1.00e+00 1.00e+00f  1
 483  6.9943170e+05 0.00e+00 4.19e-01 -11.0 4.19e-01    -  1.00e+00 1.00e+00f  1
 484  6.9851786e+05 0.00e+00 4.20e-01 -11.0 4.19e-01    -  1.00e+00 1.00e+00f  1
 485  6.9760293e+05 0.00e+00 4.20e-01 -11.0 4.20e-01    -  1.00e+00 1.00e+00f  1
 486  6.9668692e+05 0.00e+00 4.20e-01 -11.0 4.20e-01    -  1.00e+00 1.00e+00f  1
 487  6.9576981e+05 0.00e+00 4.20e-01 -11.0 4.20e-01    -  1.00e+00 1.00e+00f  1
 488  6.9485163e+05 0.00e+00 4.21e-01 -11.0 4.20e-01    -  1.00e+00 1.00e+00f  1
 489  6.9393235e+05 0.00e+00 4.21e-01 -11.0 4.21e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490  6.9301199e+05 0.00e+00 4.21e-01 -11.0 4.21e-01    -  1.00e+00 1.00e+00f  1
 491  6.9209053e+05 0.00e+00 4.21e-01 -11.0 4.21e-01    -  1.00e+00 1.00e+00f  1
 492  6.9116799e+05 0.00e+00 4.22e-01 -11.0 4.21e-01    -  1.00e+00 1.00e+00f  1
 493  6.9024435e+05 0.00e+00 4.22e-01 -11.0 4.22e-01    -  1.00e+00 1.00e+00f  1
 494  6.8931963e+05 0.00e+00 4.22e-01 -11.0 4.22e-01    -  1.00e+00 1.00e+00f  1
 495  6.8839382e+05 0.00e+00 4.22e-01 -11.0 4.22e-01    -  1.00e+00 1.00e+00f  1
 496  6.8746691e+05 0.00e+00 4.22e-01 -11.0 4.22e-01    -  1.00e+00 1.00e+00f  1
 497  6.8653892e+05 0.00e+00 4.23e-01 -11.0 4.22e-01    -  1.00e+00 1.00e+00f  1
 498  6.8560983e+05 0.00e+00 4.23e-01 -11.0 4.23e-01    -  1.00e+00 1.00e+00f  1
 499  6.8467965e+05 0.00e+00 4.23e-01 -11.0 4.23e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500  6.8374837e+05 0.00e+00 4.23e-01 -11.0 4.23e-01    -  1.00e+00 1.00e+00f  1
 501  6.8281601e+05 0.00e+00 4.24e-01 -11.0 4.23e-01    -  1.00e+00 1.00e+00f  1
 502  6.8188255e+05 0.00e+00 4.24e-01 -11.0 4.24e-01    -  1.00e+00 1.00e+00f  1
 503  6.8094799e+05 0.00e+00 4.24e-01 -11.0 4.24e-01    -  1.00e+00 1.00e+00f  1
 504  6.8001235e+05 0.00e+00 4.24e-01 -11.0 4.24e-01    -  1.00e+00 1.00e+00f  1
 505  6.7907560e+05 0.00e+00 4.25e-01 -11.0 4.24e-01    -  1.00e+00 1.00e+00f  1
 506  6.7813777e+05 0.00e+00 4.25e-01 -11.0 4.25e-01    -  1.00e+00 1.00e+00f  1
 507  6.7719884e+05 0.00e+00 4.25e-01 -11.0 4.25e-01    -  1.00e+00 1.00e+00f  1
 508  6.7625881e+05 0.00e+00 4.25e-01 -11.0 4.25e-01    -  1.00e+00 1.00e+00f  1
 509  6.7531769e+05 0.00e+00 4.26e-01 -11.0 4.25e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510  6.7437548e+05 0.00e+00 4.26e-01 -11.0 4.26e-01    -  1.00e+00 1.00e+00f  1
 511  6.7343217e+05 0.00e+00 4.26e-01 -11.0 4.26e-01    -  1.00e+00 1.00e+00f  1
 512  6.7248776e+05 0.00e+00 4.26e-01 -11.0 4.26e-01    -  1.00e+00 1.00e+00f  1
 513  6.7154226e+05 0.00e+00 4.27e-01 -11.0 4.26e-01    -  1.00e+00 1.00e+00f  1
 514  6.7059567e+05 0.00e+00 4.27e-01 -11.0 4.27e-01    -  1.00e+00 1.00e+00f  1
 515  6.6964797e+05 0.00e+00 4.27e-01 -11.0 4.27e-01    -  1.00e+00 1.00e+00f  1
 516  6.6869919e+05 0.00e+00 4.27e-01 -11.0 4.27e-01    -  1.00e+00 1.00e+00f  1
 517  6.6774930e+05 0.00e+00 4.28e-01 -11.0 4.27e-01    -  1.00e+00 1.00e+00f  1
 518  6.6679832e+05 0.00e+00 4.28e-01 -11.0 4.28e-01    -  1.00e+00 1.00e+00f  1
 519  6.6584625e+05 0.00e+00 4.28e-01 -11.0 4.28e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520  6.6489308e+05 0.00e+00 4.28e-01 -11.0 4.28e-01    -  1.00e+00 1.00e+00f  1
 521  6.6393881e+05 0.00e+00 4.29e-01 -11.0 4.28e-01    -  1.00e+00 1.00e+00f  1
 522  6.6298345e+05 0.00e+00 4.29e-01 -11.0 4.29e-01    -  1.00e+00 1.00e+00f  1
 523  6.6202699e+05 0.00e+00 4.29e-01 -11.0 4.29e-01    -  1.00e+00 1.00e+00f  1
 524  6.6106944e+05 0.00e+00 4.29e-01 -11.0 4.29e-01    -  1.00e+00 1.00e+00f  1
 525  6.6011079e+05 0.00e+00 4.30e-01 -11.0 4.29e-01    -  1.00e+00 1.00e+00f  1
 526  6.5915105e+05 0.00e+00 4.30e-01 -11.0 4.30e-01    -  1.00e+00 1.00e+00f  1
 527  6.5819021e+05 0.00e+00 4.30e-01 -11.0 4.30e-01    -  1.00e+00 1.00e+00f  1
 528  6.5722828e+05 0.00e+00 4.30e-01 -11.0 4.30e-01    -  1.00e+00 1.00e+00f  1
 529  6.5626525e+05 0.00e+00 4.31e-01 -11.0 4.30e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530  6.5530113e+05 0.00e+00 4.31e-01 -11.0 4.31e-01    -  1.00e+00 1.00e+00f  1
 531  6.5433592e+05 0.00e+00 4.31e-01 -11.0 4.31e-01    -  1.00e+00 1.00e+00f  1
 532  6.5336961e+05 0.00e+00 4.31e-01 -11.0 4.31e-01    -  1.00e+00 1.00e+00f  1
 533  6.5240222e+05 0.00e+00 4.32e-01 -11.0 4.31e-01    -  1.00e+00 1.00e+00f  1
 534  6.5143372e+05 0.00e+00 4.32e-01 -11.0 4.32e-01    -  1.00e+00 1.00e+00f  1
 535  6.5046414e+05 0.00e+00 4.32e-01 -11.0 4.32e-01    -  1.00e+00 1.00e+00f  1
 536  6.4949346e+05 0.00e+00 4.32e-01 -11.0 4.32e-01    -  1.00e+00 1.00e+00f  1
 537  6.4852170e+05 0.00e+00 4.33e-01 -11.0 4.32e-01    -  1.00e+00 1.00e+00f  1
 538  6.4754884e+05 0.00e+00 4.33e-01 -11.0 4.33e-01    -  1.00e+00 1.00e+00f  1
 539  6.4657490e+05 0.00e+00 4.33e-01 -11.0 4.33e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 540  6.4559986e+05 0.00e+00 4.33e-01 -11.0 4.33e-01    -  1.00e+00 1.00e+00f  1
 541  6.4462373e+05 0.00e+00 4.34e-01 -11.0 4.33e-01    -  1.00e+00 1.00e+00f  1
 542  6.4364652e+05 0.00e+00 4.34e-01 -11.0 4.34e-01    -  1.00e+00 1.00e+00f  1
 543  6.4266822e+05 0.00e+00 4.34e-01 -11.0 4.34e-01    -  1.00e+00 1.00e+00f  1
 544  6.4168883e+05 0.00e+00 4.34e-01 -11.0 4.34e-01    -  1.00e+00 1.00e+00f  1
 545  6.4070836e+05 0.00e+00 4.35e-01 -11.0 4.34e-01    -  1.00e+00 1.00e+00f  1
 546  6.3972680e+05 0.00e+00 4.35e-01 -11.0 4.35e-01    -  1.00e+00 1.00e+00f  1
 547  6.3874416e+05 0.00e+00 4.35e-01 -11.0 4.35e-01    -  1.00e+00 1.00e+00f  1
 548  6.3776043e+05 0.00e+00 4.35e-01 -11.0 4.35e-01    -  1.00e+00 1.00e+00f  1
 549  6.3677562e+05 0.00e+00 4.35e-01 -11.0 4.35e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 550  6.3578973e+05 0.00e+00 4.36e-01 -11.0 4.35e-01    -  1.00e+00 1.00e+00f  1
 551  6.3480276e+05 0.00e+00 4.36e-01 -11.0 4.36e-01    -  1.00e+00 1.00e+00f  1
 552  6.3381471e+05 0.00e+00 4.36e-01 -11.0 4.36e-01    -  1.00e+00 1.00e+00f  1
 553  6.3282558e+05 0.00e+00 4.36e-01 -11.0 4.36e-01    -  1.00e+00 1.00e+00f  1
 554  6.3183537e+05 0.00e+00 4.37e-01 -11.0 4.36e-01    -  1.00e+00 1.00e+00f  1
 555  6.3084408e+05 0.00e+00 4.37e-01 -11.0 4.37e-01    -  1.00e+00 1.00e+00f  1
 556  6.2985172e+05 0.00e+00 4.37e-01 -11.0 4.37e-01    -  1.00e+00 1.00e+00f  1
 557  6.2885829e+05 0.00e+00 4.37e-01 -11.0 4.37e-01    -  1.00e+00 1.00e+00f  1
 558  6.2786378e+05 0.00e+00 4.38e-01 -11.0 4.37e-01    -  1.00e+00 1.00e+00f  1
 559  6.2686820e+05 0.00e+00 4.38e-01 -11.0 4.38e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 560  6.2587156e+05 0.00e+00 4.38e-01 -11.0 4.38e-01    -  1.00e+00 1.00e+00f  1
 561  6.2487384e+05 0.00e+00 4.38e-01 -11.0 4.38e-01    -  1.00e+00 1.00e+00f  1
 562  6.2387505e+05 0.00e+00 4.39e-01 -11.0 4.38e-01    -  1.00e+00 1.00e+00f  1
 563  6.2287520e+05 0.00e+00 4.39e-01 -11.0 4.39e-01    -  1.00e+00 1.00e+00f  1
 564  6.2187428e+05 0.00e+00 4.39e-01 -11.0 4.39e-01    -  1.00e+00 1.00e+00f  1
 565  6.2087230e+05 0.00e+00 4.39e-01 -11.0 4.39e-01    -  1.00e+00 1.00e+00f  1
 566  6.1986926e+05 0.00e+00 4.39e-01 -11.0 4.39e-01    -  1.00e+00 1.00e+00f  1
 567  6.1886516e+05 0.00e+00 4.40e-01 -11.0 4.39e-01    -  1.00e+00 1.00e+00f  1
 568  6.1786000e+05 0.00e+00 4.40e-01 -11.0 4.40e-01    -  1.00e+00 1.00e+00f  1
 569  6.1685379e+05 0.00e+00 4.40e-01 -11.0 4.40e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 570  6.1584652e+05 0.00e+00 4.40e-01 -11.0 4.40e-01    -  1.00e+00 1.00e+00f  1
 571  6.1483820e+05 0.00e+00 4.41e-01 -11.0 4.40e-01    -  1.00e+00 1.00e+00f  1
 572  6.1382883e+05 0.00e+00 4.41e-01 -11.0 4.41e-01    -  1.00e+00 1.00e+00f  1
 573  6.1281840e+05 0.00e+00 4.41e-01 -11.0 4.41e-01    -  1.00e+00 1.00e+00f  1
 574  6.1180694e+05 0.00e+00 4.41e-01 -11.0 4.41e-01    -  1.00e+00 1.00e+00f  1
 575  6.1079442e+05 0.00e+00 4.42e-01 -11.0 4.41e-01    -  1.00e+00 1.00e+00f  1
 576  6.0978087e+05 0.00e+00 4.42e-01 -11.0 4.42e-01    -  1.00e+00 1.00e+00f  1
 577  6.0876627e+05 0.00e+00 4.42e-01 -11.0 4.42e-01    -  1.00e+00 1.00e+00f  1
 578  6.0775064e+05 0.00e+00 4.42e-01 -11.0 4.42e-01    -  1.00e+00 1.00e+00f  1
 579  6.0673397e+05 0.00e+00 4.42e-01 -11.0 4.42e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 580  6.0571626e+05 0.00e+00 4.43e-01 -11.0 4.42e-01    -  1.00e+00 1.00e+00f  1
 581  6.0469753e+05 0.00e+00 4.43e-01 -11.0 4.43e-01    -  1.00e+00 1.00e+00f  1
 582  6.0367776e+05 0.00e+00 4.43e-01 -11.0 4.43e-01    -  1.00e+00 1.00e+00f  1
 583  6.0265697e+05 0.00e+00 4.43e-01 -11.0 4.43e-01    -  1.00e+00 1.00e+00f  1
 584  6.0163516e+05 0.00e+00 4.44e-01 -11.0 4.43e-01    -  1.00e+00 1.00e+00f  1
 585  6.0061233e+05 0.00e+00 4.44e-01 -11.0 4.44e-01    -  1.00e+00 1.00e+00f  1
 586  5.9958847e+05 0.00e+00 4.44e-01 -11.0 4.44e-01    -  1.00e+00 1.00e+00f  1
 587  5.9856361e+05 0.00e+00 4.44e-01 -11.0 4.44e-01    -  1.00e+00 1.00e+00f  1
 588  5.9753773e+05 0.00e+00 4.44e-01 -11.0 4.44e-01    -  1.00e+00 1.00e+00f  1
 589  5.9651084e+05 0.00e+00 4.45e-01 -11.0 4.44e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 590  5.9548294e+05 0.00e+00 4.45e-01 -11.0 4.45e-01    -  1.00e+00 1.00e+00f  1
 591  5.9445404e+05 0.00e+00 4.45e-01 -11.0 4.45e-01    -  1.00e+00 1.00e+00f  1
 592  5.9342414e+05 0.00e+00 4.45e-01 -11.0 4.45e-01    -  1.00e+00 1.00e+00f  1
 593  5.9239324e+05 0.00e+00 4.46e-01 -11.0 4.45e-01    -  1.00e+00 1.00e+00f  1
 594  5.9136135e+05 0.00e+00 4.46e-01 -11.0 4.46e-01    -  1.00e+00 1.00e+00f  1
 595  5.9032847e+05 0.00e+00 4.46e-01 -11.0 4.46e-01    -  1.00e+00 1.00e+00f  1
 596  5.8929460e+05 0.00e+00 4.46e-01 -11.0 4.46e-01    -  1.00e+00 1.00e+00f  1
 597  5.8825975e+05 0.00e+00 4.46e-01 -11.0 4.46e-01    -  1.00e+00 1.00e+00f  1
 598  5.8722392e+05 0.00e+00 4.47e-01 -11.0 4.46e-01    -  1.00e+00 1.00e+00f  1
 599  5.8618711e+05 0.00e+00 4.47e-01 -11.0 4.47e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600  5.8514933e+05 0.00e+00 4.47e-01 -11.0 4.47e-01    -  1.00e+00 1.00e+00f  1

Number of Iterations....: 600

                                   (scaled)                 (unscaled)
Objective...............:   1.1264291568656741e+02    5.8514932931992726e+05
Dual infeasibility......:   4.4702483538960192e-01    2.3221725132312890e+03
Constraint violation....:   0.0000000000000000e+00    0.0000000000000000e+00
Variable bound violation:   2.9999676698366784e-07    2.9999676698366784e-07
Complementarity.........:   1.0000000000000001e-11    5.1947281882166870e-08
